dmfilename;ACOTourLength;ACOTour;ACOExecutionTime;ACOIterations;SATourLength;SATour;SAExecutionTime;SAIterations;PSOTourLength;PSOTour;PSOExecutionTime;PSOIterations
TSP_DATA_7x7_2024-05-22-15-49-02;24;2,1,0,6,3,5,4;1,0007;1;28;4,3,5,2,6,0,1;0,503;1;24;2,0,1,4,5,3,6;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;1,0,2,6,3,5,4;0;1;24;1,6,3,5,4,2,0;1,0039;1;28;2,4,3,5,1,0,6;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;3,5,4,2,1,0,6;0;1;28;3,5,2,6,1,0,4;0,9997;1;32;6,3,4,2,5,0,1;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;3,5,4,2,1,0,6;1,5051;1;28;2,5,3,4,0,1,6;0;1;32;5,2,4,3,6,1,0;1,0044;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;0,1,2,6,3,5,4;1,001;1;28;5,2,6,0,1,4,3;0;1;124;4,5,0,1,3,6,2;0,9988;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;0,1,2,6,3,5,4;1;1;24;3,6,1,0,2,4,5;0,5033;1;24;6,3,5,4,0,1,2;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;1,0,2,6,3,5,4;0;1;28;1,0,5,3,4,2,6;0;1;122;5,4,2,1,6,0,3;1,0041;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;3,5,4,2,1,0,6;0;1;28;4,2,6,1,0,5,3;0;1;126;5,1,0,6,3,2,4;0,9999;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;3,5,4,2,1,0,6;0;1;28;2,4,3,5,1,0,6;0;1;24;6,2,0,1,4,5,3;0,9994;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;1,0,2,6,3,5,4;1,0004;1;28;2,4,3,5,1,0,6;0;1;32;5,2,6,3,4,0,1;0,9987;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;3,5,4,2,1,0,6;0;1;24;1,2,5,4,3,6,0;1,5735;1;24;6,2,1,0,4,5,3;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;1,0,2,6,3,5,4;0;1;28;1,6,2,5,3,4,0;4,0073;1;32;5,3,6,1,0,4,2;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;3,5,4,2,1,0,6;0;1;28;3,5,2,6,0,1,4;4,551;1;36;3,4,0,5,1,2,6;1,0064;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;3,5,4,2,1,0,6;0;1;24;6,3,4,5,1,0,2;0;1;24;5,1,0,2,6,3,4;0,969;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;1,0,2,6,3,5,4;0;1;24;6,1,0,2,4,5,3;0;1;24;3,4,5,1,0,2,6;1,0013;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;2,1,0,6,3,5,4;0;1;28;4,3,5,2,6,1,0;1,5407;1;122;5,3,4,0,1,2,6;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;4,5,3,6,2,1,0;0;1;24;3,5,4,2,0,1,6;0;1;24;1,2,5,4,3,6,0;1,504;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;1,0,2,6,3,5,4;0;1;24;4,5,2,0,1,6,3;1,0055;1;28;0,6,3,4,5,1,2;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;1,0,2,6,3,5,4;0;1;24;4,3,6,2,1,0,5;0,9664;1;122;2,6,3,0,1,4,5;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;4,5,3,6,2,1,0;0;1;28;2,5,3,4,1,0,6;0,9992;1;36;6,3,4,2,1,5,0;1,0017;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;0,1,2,6,3,5,4;0,9652;1;24;5,0,1,2,6,3,4;0;1;28;2,5,3,4,1,0,6;1,035;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;2,1,0,6,3,5,4;0;1;24;3,5,4,2,0,1,6;1,0371;1;36;4,3,6,0,5,1,2;0,5406;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;3,5,4,2,1,0,6;0;1;24;4,5,2,1,0,6,3;0;1;24;1,2,5,4,3,6,0;0,9994;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;4,5,3,6,2,1,0;0;1;24;3,6,2,1,0,5,4;0,9701;1;28;6,0,2,1,5,4,3;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;4,5,3,6,2,1,0;0;1;24;4,1,0,2,6,3,5;3,0007;1;28;4,3,5,1,0,6,2;1,6279;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;0,1,2,6,3,5,4;0;1;24;5,0,1,2,6,3,4;4,0017;1;124;6,1,2,0,5,3,4;1,033;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;3,5,4,2,1,0,6;0,9666;1;28;5,2,6,0,1,4,3;0;1;120;4,2,6,0,1,3,5;1,0338;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;0,1,2,6,3,5,4;0;1;24;6,3,4,5,2,1,0;0,9693;1;24;5,4,3,6,2,0,1;1,5083;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;2,1,0,6,3,5,4;0;1;24;4,0,1,2,6,3,5;1,0061;1;126;6,3,4,2,0,1,5;0,9988;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;3,5,4,2,1,0,6;0;1;28;0,5,3,4,2,6,1;1,0021;1;28;4,0,2,1,6,3,5;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;0,1,2,6,3,5,4;0;1;28;5,2,6,1,0,4,3;1,0342;1;32;6,0,5,3,4,2,1;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;0,1,2,6,3,5,4;0;1;24;4,2,0,1,6,3,5;0,9688;1;28;5,2,6,0,1,4,3;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;0,1,2,6,3,5,4;0;1;24;0,1,2,4,5,3,6;0;1;124;2,6,1,3,4,5,0;1,5726;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;2,1,0,6,3,5,4;0;1;24;5,4,3,6,2,0,1;0;1;24;6,2,1,0,5,4,3;1,0044;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;1,0,2,6,3,5,4;1,0018;1;24;2,0,1,6,3,5,4;1,0343;1;32;3,6,0,1,5,2,4;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;2,1,0,6,3,5,4;0;1;28;1,0,5,3,4,2,6;0,9655;1;24;0,1,4,5,3,6,2;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;1,0,2,6,3,5,4;0;1;28;3,4,1,0,6,2,5;0,9624;1;28;6,0,1,4,3,5,2;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;1,0,2,6,3,5,4;0;1;24;4,5,1,0,2,6,3;3,4416;1;126;5,4,0,6,1,2,3;0,9997;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;2,1,0,6,3,5,4;0;1;24;5,3,6,2,0,1,4;1,0344;1;28;0,2,1,5,4,3,6;4,5951;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;2,1,0,6,3,5,4;0,9633;1;24;3,6,2,0,1,4,5;0;1;24;6,3,5,4,2,1,0;1,0026;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;4,5,3,6,2,1,0;0,997;1;24;1,2,6,3,5,4,0;0;1;36;1,4,0,6,3,5,2;0,9994;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;4,5,3,6,2,1,0;1,002;1;24;6,1,0,2,4,5,3;0;1;36;4,3,6,1,5,2,0;0,5422;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;1,0,2,6,3,5,4;0;1;24;2,4,5,3,6,0,1;0;1;24;5,4,3,6,2,1,0;0,998;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;4,5,3,6,2,1,0;0;1;24;1,6,3,4,5,2,0;1,6048;1;24;2,1,0,4,5,3,6;0,6261;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;2,1,0,6,3,5,4;0,9197;1;24;6,0,1,2,5,4,3;0;1;120;0,1,3,5,4,2,6;1,0327;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;1,0,2,6,3,5,4;0,966;1;24;6,1,0,2,5,4,3;0;1;32;5,0,2,6,1,4,3;1,0331;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;4,5,3,6,2,1,0;0,9659;1;28;3,5,2,6,1,0,4;2,1373;1;32;0,5,3,4,2,1,6;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;4,5,3,6,2,1,0;0;1;24;5,4,3,6,2,0,1;0;1;28;6,1,0,5,3,4,2;1,317;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;2,1,0,6,3,5,4;1,0061;1;28;2,6,1,0,4,3,5;0,5419;1;32;6,0,5,3,4,2,1;0,5402;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;0,1,2,6,3,5,4;0;1;24;4,5,2,0,1,6,3;1,006;1;24;1,0,5,4,3,6,2;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;3,5,4,2,1,0,6;0;1;24;5,4,3,6,2,0,1;0,9995;1;28;2,5,3,4,0,1,6;3,0003;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;4,5,3,6,2,1,0;0,9642;1;28;2,5,3,4,1,0,6;0,5414;1;24;2,0,1,6,3,5,4;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;3,5,4,2,1,0,6;4,0004;1;24;3,6,2,0,1,5,4;1,0014;1;28;3,4,5,0,2,1,6;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;0,1,2,6,3,5,4;0;1;28;6,2,5,3,4,0,1;0,997;1;32;2,1,5,3,4,0,6;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;4,5,3,6,2,1,0;0;1;28;6,1,0,4,3,5,2;0;1;28;1,2,0,4,5,3,6;1,0065;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;4,5,3,6,2,1,0;0;1;24;6,1,0,2,5,4,3;1,0317;1;32;1,4,3,5,0,2,6;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;1,0,2,6,3,5,4;0;1;28;0,1,5,3,4,2,6;1,005;1;24;5,4,0,1,2,6,3;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;3,5,4,2,1,0,6;0;1;24;2,1,0,5,4,3,6;0;1;36;3,6,1,4,2,0,5;0,9653;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;0,1,2,6,3,5,4;0;1;24;6,3,5,4,2,1,0;0;1;36;4,1,5,3,6,0,2;1,0001;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;4,5,3,6,2,1,0;1,0003;1;28;0,1,6,2,4,3,5;0,5417;1;36;1,2,5,0,4,3,6;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;0,1,2,6,3,5,4;0;1;28;5,3,4,2,6,0,1;0,9991;1;24;3,6,2,0,1,4,5;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;2,1,0,6,3,5,4;0;1;28;4,2,6,0,1,5,3;1,0345;1;28;0,5,3,4,2,6,1;0;1
TSP_DATA_7x7_2024-05-22-15-49-02;24;1,0,2,6,3,5,4;0;1;24;5,3,6,2,1,0,4;1,0345;1;28;1,2,0,5,4,3,6;0;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;1,0006;1;25;6,1,0,7,3,5,4,2;1,0325;1;218;4,0,1,6,2,3,5,7;1,0004;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0,9666;1;25;7,1,0,6,2,4,5,3;0,5053;1;219;1,0,6,3,7,5,4,2;1,0074;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;1,0082;1;25;4,2,6,1,0,7,3,5;0;1;222;1,7,4,2,5,3,6,0;1,0327;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;3,7,0,1,6,2,4,5;1,0024;1;29;2,3,4,5,7,1,0,6;0;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;1,0029;1;25;3,7,1,0,6,2,4,5;0;1;224;4,7,0,1,6,5,2,3;0,999;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;1,7813;1;25;3,7,0,1,6,2,4,5;0,7297;1;33;3,2,5,7,0,1,6,4;0;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0,9665;1;25;4,5,3,7,0,1,6,2;0;1;219;5,0,1,6,7,3,4,2;1,0006;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;1,0303;1;25;1,0,7,3,5,4,2,6;0;1;123;0,4,6,2,5,3,7,1;1,0049;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0,9704;1;25;3,7,0,1,6,2,4,5;0,5401;1;223;6,2,4,1,5,3,7,0;0;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;1,6,2,4,5,3,7,0;0;1;223;2,0,7,3,5,1,6,4;1,5938;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0,9542;1;25;7,0,1,6,2,4,5,3;0;1;125;4,5,3,7,1,6,0,2;1,0345;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0,9655;1;25;4,5,3,7,0,1,6,2;2,998;1;216;3,5,4,0,1,6,2,7;0,9999;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;7,3,5,4,2,6,0,1;4,5449;1;222;3,7,0,1,5,2,4,6;1,0016;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0,9689;1;25;2,4,5,3,7,1,0,6;0;1;132;3,4,6,1,7,0,2,5;1,043;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;1;1;25;6,0,1,7,3,5,4,2;0,9981;1;124;5,7,3,2,4,6,0,1;1,0002;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0,5563;1;25;3,7,0,1,6,2,4,5;0;1;125;6,1,7,3,2,4,5,0;0,9513;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;7,3,5,4,2,6,0,1;0;1;127;6,0,4,5,2,3,7,1;0,9999;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;4,2,6,1,0,7,3,5;1,0001;1;317;6,7,1,0,5,2,4,3;1,0006;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;0,1,7,3,5,4,2,6;0;1;227;0,6,4,1,2,5,3,7;0,9988;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0;1;25;3,5,4,2,6,1,0,7;0,5035;1;226;3,7,5,2,0,6,1,4;1,0043;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0;1;25;5,3,7,1,0,6,2,4;1,0051;1;218;0,1,7,6,2,3,4,5;0,9985;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;1,001;1;25;6,1,0,7,3,5,4,2;0;1;219;3,7,1,6,2,4,0,5;0,9988;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;1,0007;1;25;0,6,2,4,5,3,7,1;0;1;227;6,4,5,2,1,3,7,0;1,0005;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;3,7,1,0,6,2,4,5;0;1;221;5,0,7,3,2,6,1,4;1,5665;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;1,6,2,4,5,3,7,0;0;1;225;2,1,7,0,6,3,5,4;1,0315;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;4,5,3,7,0,1,6,2;1,0044;1;314;7,3,5,0,1,2,6,4;0;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;4,5,3,7,0,1,6,2;5,1329;1;222;2,6,0,1,5,7,4,3;0;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0,9662;1;25;5,4,2,6,0,1,7,3;0;1;220;1,0,6,2,4,7,5,3;0,9997;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;1,0029;1;25;6,1,0,7,3,5,4,2;0;1;122;2,4,3,7,5,0,1,6;0,9999;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;1,0326;1;25;0,7,3,5,4,2,6,1;0;1;127;5,3,4,7,1,0,6,2;1,0002;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;7,3,5,4,2,6,1,0;1,0093;1;219;2,6,1,7,3,5,0,4;0;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;0,1,6,2,4,5,3,7;0,9969;1;314;0,1,4,6,2,7,3,5;0;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0;1;25;3,5,4,2,6,0,1,7;1,0351;1;123;2,6,4,0,1,7,3,5;0;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;0,1,6,2,4,5,3,7;0,9671;1;311;7,6,2,1,0,4,5,3;0;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0;1;25;5,3,7,0,1,6,2,4;0;1;224;4,7,5,2,3,1,0,6;1,5686;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0;1;25;4,2,6,1,0,7,3,5;0;1;311;3,7,6,2,4,5,0,1;0,9994;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;3,5,4,2,6,0,1,7;1,0317;1;124;6,1,0,3,7,5,2,4;0;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0;1;25;3,5,4,2,6,0,1,7;1,0018;1;218;6,2,4,1,0,7,3,5;0;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0;1;25;0,7,3,5,4,2,6,1;3,4673;1;221;4,2,6,1,5,3,7,0;1,008;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0;1;25;2,6,1,0,7,3,5,4;0,9997;1;318;6,1,0,3,5,2,7,4;3,9983;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;7,3,5,4,2,6,1,0;0;1;225;0,3,2,4,6,1,5,7;1,5555;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;6,2,4,5,3,7,1,0;1,0048;1;129;1,0,7,2,5,3,4,6;0;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0;1;25;1,0,6,2,4,5,3,7;1,0352;1;120;4,0,1,6,2,3,7,5;0;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;2,4,5,3,7,0,1,6;0,965;1;126;6,1,7,0,4,5,3,2;0,9993;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0;1;25;0,6,2,4,5,3,7,1;1,0007;1;125;3,7,0,1,4,6,2,5;1,0323;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;4,2,3,5,7,1,0,6;0,9997;1;25;3,5,4,2,6,0,1,7;0;1;223;2,0,3,5,7,1,6,4;0,5409;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;7,1,0,6,2,4,5,3;0;1;29;5,3,4,2,6,1,0,7;0,9962;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;3,7,1,0,6,2,4,5;0;1;123;2,6,4,5,7,1,0,3;1,0044;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;2,4,5,3,7,1,0,6;0,9992;1;318;0,3,4,6,2,7,5,1;0,9992;1
TSP_DATA_8x8_2024-05-22-15-49-03;29;5,3,2,4,6,1,0,7;0;1;25;7,0,1,6,2,4,5,3;0,9627;1;124;5,2,6,1,0,4,3,7;0,5647;1
