dmfilename;ACOTourLength;ACOTour;ACOExecutionTime;ACOIterations;SATourLength;SATour;SAExecutionTime;SAIterations;PSOTourLength;PSOTour;PSOExecutionTime;PSOIterations
TSP_DATA_18x18_2024-05-22-17-00-37;45;6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14,8,15;2,0329;1;58;12,2,3,1,0,10,14,8,15,9,16,7,17,13,5,6,4,11;1,0001;1;656;10,13,1,7,8,14,4,12,2,11,0,3,15,9,6,16,5,17;0,9997;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;3,1,0,2,12,11,10,14,8,15,6,4,5,7,16,9,17,13;4,0411;1;244;17,9,16,3,1,0,2,10,14,8,15,6,7,5,4,12,11,13;0;1;840;9,15,12,2,10,11,17,0,7,3,14,5,13,1,6,4,8,16;0,9638;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;2,0329;1;150;3,2,12,10,11,0,1,14,15,8,9,17,7,16,6,4,5,13;1,5562;1;941;3,17,8,11,14,9,7,12,15,6,10,0,2,13,4,5,16,1;0,9554;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;3,1,0,2,12,11,10,14,8,15,6,4,5,7,16,9,17,13;3,0014;1;164;8,14,3,13,5,17,9,15,12,2,1,0,11,10,4,7,6,16;1;1;730;13,0,8,15,7,6,4,11,10,12,2,14,17,1,3,9,16,5;1;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;3,1,0,2,12,11,10,14,8,15,6,4,5,7,16,9,17,13;2,0054;1;62;4,11,0,1,3,2,12,15,10,14,8,9,17,13,5,7,16,6;1,5404;1;948;6,8,9,4,7,1,13,15,16,14,12,17,10,5,2,3,0,11;1,0069;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14,8,15;3,0316;1;150;1,0,9,8,14,10,11,15,6,16,7,17,13,5,4,12,2,3;0;1;1123;16,13,4,9,2,5,1,14,8,10,12,11,0,6,15,3,17,7;1,003;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;3,0328;1;53;14,10,4,6,7,16,9,17,5,13,3,1,0,2,12,11,15,8;3,0853;1;1039;8,13,15,10,7,1,6,0,17,5,11,2,3,12,4,14,9,16;0,9979;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14,8,15;2,4705;1;155;3,1,0,10,14,8,15,9,17,11,2,12,4,6,16,7,5,13;5,2104;1;852;11,16,8,2,14,6,12,17,13,3,10,4,7,5,1,9,15,0;1,0008;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;3,0329;1;249;11,15,8,14,10,2,0,1,9,17,13,3,6,16,7,5,4,12;0;1;932;15,9,10,6,16,12,11,1,0,4,13,3,2,17,8,14,5,7;0,9978;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;2,521;1;155;3,2,10,11,14,15,8,9,17,1,0,12,4,6,16,7,5,13;0,9997;1;838;7,16,9,17,8,15,14,4,2,5,1,0,6,10,3,13,11,12;0,9991;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;4,0343;1;147;11,0,1,4,12,2,3,13,5,7,17,9,16,6,15,8,14,10;0;1;934;5,8,14,15,11,4,2,0,7,13,3,12,1,6,9,17,10,16;1,0307;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;3,5445;1;50;14,10,11,6,4,12,2,0,1,3,13,5,7,17,9,16,15,8;0;1;752;1,3,11,0,12,17,2,10,6,4,16,15,14,13,8,9,5,7;1,0064;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;3,1,0,2,12,11,10,14,8,15,6,4,5,7,16,9,17,13;2,9709;1;154;15,8,16,9,17,7,4,5,13,3,1,14,10,11,0,2,12,6;0;1;747;7,2,10,6,14,0,1,17,5,13,16,9,3,12,11,15,8,4;1,999;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14,8,15;3,1145;1;158;8,15,17,9,16,6,11,2,12,4,5,7,13,3,1,0,10,14;1,0001;1;836;1,13,9,0,4,11,3,2,12,10,8,7,5,6,16,15,14,17;1,0333;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;3,1,0,2,12,11,10,14,8,15,6,4,5,7,16,9,17,13;3,5828;1;55;2,12,11,10,4,6,7,17,9,8,14,15,16,5,13,3,1,0;0;1;1033;6,10,1,7,8,14,5,16,4,13,0,2,15,3,9,17,12,11;1,0025;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14,8,15;3,5446;1;248;13,17,9,1,0,11,10,4,12,2,3,14,8,15,6,16,7,5;0,9992;1;937;11,10,13,3,7,9,5,12,0,8,17,16,4,6,14,15,1,2;1,0009;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14;4,1615;1;54;11,10,12,4,5,7,16,6,15,14,8,9,17,13,3,1,0,2;0;1;944;13,1,16,5,12,3,2,11,0,4,15,7,17,10,9,8,6,14;0,9058;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;6,0082;1;159;5,13,3,1,17,9,16,6,12,0,2,10,14,8,15,11,4,7;0;1;828;5,0,1,16,9,17,2,4,6,15,12,13,3,7,8,14,10,11;2,5154;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14;7,0304;1;150;1,3,2,11,10,14,15,12,4,5,13,17,7,6,16,9,8,0;0;1;847;7,3,13,14,11,4,2,10,6,0,17,12,1,8,15,9,16,5;1,5421;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;3,0416;1;56;8,9,16,6,7,17,5,13,3,1,0,2,11,10,12,4,15,14;0,998;1;557;2,14,6,7,9,15,16,8,10,0,4,5,17,13,1,3,11,12;0;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;3,1,0,2,12,11,10,14,8,15,6,4,5,7,16,9,17,13;3,0392;1;152;9,16,15,8,14,10,2,3,13,5,7,6,4,11,12,0,1,17;0,5387;1;843;14,16,0,10,3,4,12,9,15,6,5,13,7,17,1,2,8,11;1,039;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;2,9696;1;59;5,17,9,8,14,10,15,16,7,6,4,12,11,2,0,1,3,13;0;1;840;1,8,14,15,11,6,13,12,2,16,3,9,17,7,5,4,0,10;1,0309;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14;2,9646;1;145;10,14,8,15,6,7,2,0,1,3,13,5,17,9,16,4,12,11;0;1;740;12,4,16,7,2,10,14,11,5,13,8,3,1,15,6,9,17,0;1,0002;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14;2,0364;1;159;17,7,1,0,11,10,14,6,4,5,16,9,8,15,12,2,3,13;0,9971;1;1028;17,7,10,3,2,8,0,16,9,15,14,13,12,6,1,5,4,11;1,002;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;2,9976;1;257;2,11,12,4,15,9,16,7,6,10,14,8,1,0,17,5,13,3;0;1;741;10,11,6,17,14,8,0,5,7,13,9,15,16,4,12,3,2,1;1,5037;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;2,9977;1;148;12,4,6,16,7,17,5,13,1,3,2,0,9,15,8,14,10,11;0;1;836;11,14,1,13,5,4,2,7,16,6,15,8,3,9,10,0,17,12;1,0001;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;1,968;1;45;8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14;1,0018;1;841;6,17,7,0,2,16,12,15,9,10,4,5,11,13,1,3,8,14;0,9997;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14;3,0063;1;57;17,13,3,1,0,2,11,10,14,6,7,5,4,12,15,8,16,9;3,5089;1;742;15,7,6,2,12,0,1,10,9,8,3,17,13,5,4,16,14,11;0,9996;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;2,5061;1;252;2,12,6,15,11,10,14,8,16,9,0,1,4,5,7,17,13,3;5,0052;1;828;4,9,0,2,3,5,13,8,14,15,12,7,17,1,6,16,10,11;1,9991;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;3,5075;1;53;2,0,1,3,13,5,4,15,8,9,17,7,16,6,14,10,11,12;0;1;939;0,14,6,5,1,9,15,8,11,16,3,2,4,12,7,17,13,10;1,0036;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;2,5005;1;57;12,4,5,7,17,13,3,1,0,2,11,10,14,6,16,9,8,15;1,0044;1;937;6,9,0,12,2,1,11,15,10,7,16,3,8,14,17,5,4,13;0,9993;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;3,5069;1;244;8,14,1,3,13,17,7,5,4,12,10,11,2,0,9,16,6,15;0;1;841;12,17,15,8,4,10,7,14,6,13,9,16,5,2,1,3,0,11;1,0038;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14,8,15;2,9986;1;155;5,17,7,6,16,9,1,0,11,12,4,15,8,14,10,2,3,13;0;1;846;7,9,8,11,16,10,12,14,6,15,1,2,4,5,17,13,0,3;1,0002;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;3,1082;1;241;10,13,3,1,0,2,12,15,8,14,17,9,16,6,7,5,4,11;0;1;1030;13,11,1,6,0,2,9,16,15,10,4,5,3,12,7,17,14,8;1;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;2,9666;1;158;17,13,1,0,10,14,8,15,16,9,3,2,12,11,4,6,7,5;0;1;744;1,13,10,6,9,17,14,8,11,2,3,0,7,5,15,16,4,12;0,9988;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;3,1,0,2,12,11,10,14,8,15,6,4,5,7,16,9,17,13;2,5866;1;50;9,16,15,8,14,10,11,2,3,1,0,12,4,6,7,5,13,17;0,9999;1;933;11,12,17,6,13,1,14,7,4,10,5,16,9,0,3,2,15,8;1,0002;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;3,0031;1;150;12,4,5,13,7,6,15,14,8,16,9,17,0,1,3,2,10,11;1,0339;1;741;17,9,8,6,7,10,14,11,12,0,5,13,1,16,4,2,3,15;0,9973;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14;2,5102;1;154;8,15,16,9,17,3,13,5,7,6,4,12,11,2,1,0,10,14;1,0011;1;1031;14,10,1,4,6,7,17,13,11,16,0,5,9,15,3,8,2,12;1,036;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;2,4746;1;252;7,4,12,2,11,13,5,17,9,16,3,1,0,10,14,8,15,6;3,6066;1;933;5,6,7,9,11,1,12,2,8,14,10,3,0,13,4,15,16,17;0,9481;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;2,0345;1;153;16,6,3,1,0,2,11,10,14,8,9,15,12,4,5,13,17,7;4,9669;1;936;0,15,17,13,3,1,7,6,2,16,8,14,11,12,5,10,4,9;1,5826;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;3,0406;1;57;15,8,9,16,7,17,13,5,4,12,0,1,3,2,11,10,14,6;0,9978;1;748;8,6,11,15,12,4,0,16,5,10,14,7,13,17,3,1,2,9;1,0007;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;2,9681;1;61;0,1,3,13,5,17,7,16,6,4,12,11,15,9,8,14,10,2;0,5385;1;848;1,17,5,16,6,0,3,13,2,9,11,15,14,4,10,12,7,8;0;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14,8,15;2,963;1;147;10,11,4,6,16,7,5,13,3,1,0,2,12,17,9,15,8,14;0;1;1029;1,4,2,15,6,0,8,9,17,3,14,10,12,16,7,5,11,13;1,0305;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14;1,9658;1;51;17,9,16,7,5,6,15,8,14,10,11,4,12,2,0,1,3,13;1,5074;1;742;14,10,1,9,16,8,11,12,0,3,15,17,13,7,2,5,4,6;1,0083;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14,8,15;4,5872;1;241;17,9,8,15,16,7,6,4,5,13,14,10,11,12,2,3,1,0;1,028;1;929;5,13,7,3,6,16,15,17,0,2,10,9,11,1,14,8,12,4;0,9993;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14,8,15;2,9563;1;247;9,8,14,15,6,7,16,4,5,13,17,10,11,12,0,1,3,2;0;1;837;16,6,10,2,0,17,3,1,11,8,14,9,7,4,5,13,15,12;0,9672;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14;2,9664;1;54;16,9,8,14,10,11,2,3,1,0,12,15,6,4,5,13,17,7;0;1;931;10,14,15,12,7,2,13,5,3,9,17,16,4,6,1,0,11,8;1,0326;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;2,2284;1;149;11,10,12,4,5,13,17,7,6,16,9,15,8,14,1,3,2,0;0,9628;1;842;8,2,12,16,17,6,15,9,14,10,0,1,13,5,7,3,11,4;1,0365;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14;3,5193;1;157;8,9,17,7,6,4,12,0,1,13,5,16,15,14,10,11,2,3;0,9987;1;842;0,6,9,8,14,11,16,5,17,12,10,4,2,3,1,15,7,13;0;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;2,9696;1;246;5,13,14,10,11,4,12,2,3,1,0,16,7,17,9,8,15,6;5,5141;1;941;8,12,2,1,10,4,14,13,11,7,6,17,9,3,0,5,15,16;1,5147;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14,8,15;3,0017;1;154;14,8,15,9,3,1,0,2,12,4,16,5,13,17,7,6,11,10;1,9984;1;847;1,10,0,5,6,3,2,11,9,14,12,7,17,16,4,15,8,13;2;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;3,0413;1;249;12,2,3,13,5,1,0,4,16,7,17,9,8,15,6,14,10,11;1,0006;1;648;7,6,14,0,10,16,5,9,17,3,2,1,8,15,12,4,11,13;2,5791;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;3,0033;1;163;3,6,16,15,12,2,11,4,7,5,13,17,9,8,14,10,0,1;0;1;1032;16,15,13,17,12,10,0,5,7,6,3,11,8,14,9,4,1,2;1,0005;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;3,5078;1;67;16,7,17,9,8,15,14,11,2,12,4,5,13,3,1,0,10,6;0;1;934;10,14,4,15,12,5,11,1,0,7,16,6,9,3,2,13,17,8;1,5551;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;2,0042;1;147;12,4,6,16,9,15,8,14,10,17,7,5,13,3,1,0,2,11;0,999;1;846;1,14,6,5,3,0,8,16,15,7,9,2,4,11,10,12,17,13;1,0003;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;3,1,0,2,12,11,10,14,8,15,6,4,5,7,16,9,17,13;1,9985;1;57;4,14,10,11,12,2,0,1,3,13,5,16,6,15,8,9,17,7;1,0005;1;743;12,0,8,7,13,17,1,4,5,16,9,2,11,15,6,3,14,10;1,0017;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14,8,15;3,0074;1;54;6,16,9,15,8,14,10,11,4,5,7,17,13,3,1,0,2,12;0;1;844;9,6,10,12,4,16,1,2,14,3,15,11,17,7,13,5,0,8;1,0002;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;2,9986;1;57;10,14,8,16,7,5,13,17,9,15,6,4,12,2,3,1,0,11;0;1;927;10,5,7,13,2,12,4,6,16,11,15,0,14,8,17,1,3,9;1,5549;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14;2,9613;1;152;4,12,14,10,11,2,0,1,3,13,5,15,8,9,17,7,16,6;0,9999;1;840;4,15,6,9,17,12,2,11,14,13,0,1,10,5,16,8,3,7;0,9999;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14;5,0019;1;60;10,2,0,1,3,13,17,7,6,11,12,4,5,16,9,15,8,14;0,505;1;847;2,7,13,1,4,3,10,11,6,15,14,12,0,5,8,16,17,9;2,005;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14;3,5058;1;247;12,0,1,13,17,9,10,11,2,3,14,8,15,6,16,7,5,4;0;1;1033;13,5,8,1,10,2,11,15,3,16,4,12,17,14,0,9,6,7;1,0003;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;3,1,0,2,12,11,10,14,8,15,6,4,5,7,16,9,17,13;3,5105;1;243;3,9,16,15,8,14,13,5,17,7,6,4,12,10,11,2,0,1;3,0083;1;851;3,0,14,12,4,17,1,6,8,16,15,10,2,11,9,13,7,5;0,9999;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14,8,15;3,5741;1;56;13,5,17,7,6,16,9,8,14,15,4,10,11,12,2,0,1,3;4,006;1;841;11,1,3,0,5,2,12,10,8,9,14,4,7,17,6,15,16,13;1,5037;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;3,1,0,2,12,11,10,14,8,15,6,4,5,7,16,9,17,13;1,9989;1;61;11,6,7,17,9,15,4,12,2,0,1,3,13,5,16,8,14,10;0;1;941;15,9,0,2,6,10,12,17,8,7,14,11,3,13,5,16,4,1;2,5076;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;14,8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10;3,0032;1;151;2,12,4,5,13,14,8,15,16,9,17,7,6,10,11,0,1,3;0;1;753;15,9,11,4,14,0,2,10,1,13,12,3,6,7,5,17,8,16;1,0003;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;12,11,10,14,8,15,6,4,5,7,16,9,17,13,3,1,0,2;4,5048;1;147;17,7,1,0,11,10,14,8,15,12,2,3,13,5,4,6,16,9;1,0061;1;553;2,12,6,16,15,10,4,11,14,8,1,3,17,13,5,9,7,0;1,0036;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;8,15,6,4,5,7,16,9,17,13,3,1,0,2,12,11,10,14;2,9971;1;156;15,6,16,5,13,3,2,12,4,7,17,9,8,1,0,11,10,14;0;1;831;16,13,0,6,4,5,7,9,3,2,12,11,14,10,1,17,15,8;1,0048;1
TSP_DATA_18x18_2024-05-22-17-00-37;45;3,1,0,2,12,11,10,14,8,15,6,4,5,7,16,9,17,13;2,512;1;56;6,15,12,2,0,1,3,13,17,5,4,11,10,14,8,9,16,7;1,0033;1;845;7,1,5,3,6,16,2,0,10,14,12,4,15,13,17,9,8,11;0,9998;1
